2017-04-10T09:51:12.805444,Dhtjzg,Wiqoyo,,
2017-04-10T09:51:12.806054,Rytmjs,Asehnx,,
2017-04-10T09:51:12.806391,Kpodvv,Kzrjki,,
2017-04-10T09:51:12.806709,Vjisah,Qugeuf,,
2017-04-10T09:51:12.807029,Yvxgna,Vbgliu,,
2017-04-10T09:51:12.807327,Tlmnqq,Xkaykj,,
2017-04-10T09:51:12.807646,Abqlpb,Pcawaw,,
2017-04-10T09:51:12.807946,Fpnfis,Oxyzja,,
2017-04-10T09:51:12.808268,Bdulzb,Tuofly,,
2017-04-10T09:51:16.530246,Dhtjzg,Wiqoyo,150,91.0
2017-04-10T09:51:16.531119,Rytmjs,Asehnx,9.967213243416673,211.0
2017-04-10T09:51:16.531728,Kpodvv,Kzrjki,9.939626599152001,59.0
2017-04-10T09:51:16.532324,Vjisah,Qugeuf,77,56.0
2017-04-10T09:51:16.533218,Yvxgna,Vbgliu,234,222.0
2017-04-10T09:51:16.533665,Tlmnqq,Xkaykj,89.79175946922805,105.0
2017-04-10T09:51:16.534188,Abqlpb,Pcawaw,8.0861025356691,41.0
2017-04-10T09:51:16.534991,Fpnfis,Oxyzja,3.10429793570192e+26,47.0
2017-04-10T09:51:16.535673,Bdulzb,Tuofly,1586013452313510.8,114.0
